filename,qseqid,qlen,saccver,pident,qcovs,length,evalue,bitscore,parsed_nams,manually_edited_nams,samp,Experiment,Sample_type,Sample_name,Time,DNA_ng_µL (nanodrop),Extraction_kit,Volume stored in DD >10µL,Volume available µL,Novogene Amount required 200ng,suspected low amount,Novogene metagenomics requirements: 10 ng/uL and 200 ng amount,counts,n,gene_prop
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_237216_4,29.22,92,664,5.999999999999999e-42,167,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_41312_11,28.77,91,664,2.9999999999999998e-40,161,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C168__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_127909_13,28.77,91,664,2.9999999999999998e-40,161,DEEThydrolase,DEET hydrolase,C168,2,Wastewater,BT_WW_DNA_D18,D18,405.21,Dneasy PowerBiofilm (QIAGEN),ok,NA,6078.15,NA,NA,1747742,161,0.00921188596486209
data/blast_output_non_GG/output//C172__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1106774_35,28.77,91,664,2e-40,161,DEEThydrolase,DEET hydrolase,C172,2,Wastewater,BT_WW_DNA_D28,D28,441.08,Dneasy PowerBiofilm (QIAGEN),ok,NA,6616.2,NA,NA,1557121,167,0.010724921184673511
data/blast_output_non_GG/output//C162__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_771233_8,29.55,91,660,1e-46,179,DEEThydrolase,DEET hydrolase,C162,2,Wastewater,BT_WW_DNA_D04,D04,703.63,Dneasy PowerBiofilm (QIAGEN),ok,NA,10554.45,NA,NA,1127844,104,0.009221133419160806
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1177079_9,29.55,91,660,2e-46,179,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C172__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_23577_6,29.55,91,660,2e-46,179,DEEThydrolase,DEET hydrolase,C172,2,Wastewater,BT_WW_DNA_D28,D28,441.08,Dneasy PowerBiofilm (QIAGEN),ok,NA,6616.2,NA,NA,1557121,167,0.010724921184673511
data/blast_output_non_GG/output//C151__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1216428_1,26.4,88,659,6e-38,154,DEEThydrolase,DEET hydrolase,C151,2,Biofilm,WW30_R3_DNA_D29,Day29,174.86,Dneasy PowerBiofilm (QIAGEN),ok,NA,2622.9,NA,NA,1592879,105,0.00659183779810017
data/blast_output_non_GG/output//A19__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_824804_30,27.7,94,657,4e-35,145,DEEThydrolase,DEET hydrolase,A19,1,Wastewater,BT_WW_DNA_W3,Week3,42.6,PowerBiofilm DNA (MO BIO),ok,NA,639,NA,NA,2080831,147,0.007064485294577023
data/blast_output_non_GG/output//C162__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_180636_17,27.7,94,657,2e-35,145,DEEThydrolase,DEET hydrolase,C162,2,Wastewater,BT_WW_DNA_D04,D04,703.63,Dneasy PowerBiofilm (QIAGEN),ok,NA,10554.45,NA,NA,1127844,104,0.009221133419160806
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1048288_48,27.7,94,657,3e-35,145,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C168__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_244986_27,27.7,94,657,3e-35,145,DEEThydrolase,DEET hydrolase,C168,2,Wastewater,BT_WW_DNA_D18,D18,405.21,Dneasy PowerBiofilm (QIAGEN),ok,NA,6078.15,NA,NA,1747742,161,0.00921188596486209
data/blast_output_non_GG/output//C172__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_109661_44,27.7,94,657,3e-35,145,DEEThydrolase,DEET hydrolase,C172,2,Wastewater,BT_WW_DNA_D28,D28,441.08,Dneasy PowerBiofilm (QIAGEN),ok,NA,6616.2,NA,NA,1557121,167,0.010724921184673511
data/blast_output_non_GG/output//C141__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_691695_1,29.36,90,654,6.999999999999999e-45,173,DEEThydrolase,DEET hydrolase,C141,2,Biofilm,WW30_R1_DNA_D29,Day29,289.48,Dneasy PowerBiofilm (QIAGEN),ok,NA,4342.200000000001,NA,NA,1386999,117,0.008435478324065122
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_928175_2,30.35,91,649,4e-55,205,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_110251_1,27.55,91,646,5.9999999999999996e-40,160,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C168__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_402917_2,27.29,91,645,8e-38,154,DEEThydrolase,DEET hydrolase,C168,2,Wastewater,BT_WW_DNA_D18,D18,405.21,Dneasy PowerBiofilm (QIAGEN),ok,NA,6078.15,NA,NA,1747742,161,0.00921188596486209
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1618358_5,29.86,91,643,4e-52,196,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C142__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_505130_3,29.11,91,639,8e-48,183,DEEThydrolase,DEET hydrolase,C142,2,Biofilm,WW80_R1_DNA_D29,Day29,198.57,Dneasy PowerBiofilm (QIAGEN),ok,NA,2978.5499999999997,NA,NA,1930487,135,0.006993054084280288
data/blast_output_non_GG/output//C146__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_681110_1,29.26,91,639,1e-48,185,DEEThydrolase,DEET hydrolase,C146,2,Biofilm,WW30_R2_DNA_D29,Day29,127.19,Dneasy PowerBiofilm (QIAGEN),ok,NA,1907.85,NA,NA,1485163,93,0.006261938925222349
data/blast_output_non_GG/output//C162__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_339262_9,29.11,91,639,8e-48,182,DEEThydrolase,DEET hydrolase,C162,2,Wastewater,BT_WW_DNA_D04,D04,703.63,Dneasy PowerBiofilm (QIAGEN),ok,NA,10554.45,NA,NA,1127844,104,0.009221133419160806
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_240025_42,29.11,91,639,1e-47,182,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C168__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_807946_16,29.11,91,639,1e-47,182,DEEThydrolase,DEET hydrolase,C168,2,Wastewater,BT_WW_DNA_D18,D18,405.21,Dneasy PowerBiofilm (QIAGEN),ok,NA,6078.15,NA,NA,1747742,161,0.00921188596486209
data/blast_output_non_GG/output//A13__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_767166_2,21.19,91,637,2e-8,61.2,DEEThydrolase,DEET hydrolase,A13,1,Biofilm,WW80_R1_DNA_Dfinal,Week4,19.1,PowerBiofilm DNA (MO BIO),between 10 and 15µL,NA,286.5,NA,NA,1573974,97,0.006162744746736604
data/blast_output_non_GG/output//C168__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_917566_2,30.44,91,634,3e-52,196,DEEThydrolase,DEET hydrolase,C168,2,Wastewater,BT_WW_DNA_D18,D18,405.21,Dneasy PowerBiofilm (QIAGEN),ok,NA,6078.15,NA,NA,1747742,161,0.00921188596486209
data/blast_output_non_GG/output//A19__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_847293_59,28.8,91,632,2.9999999999999997e-44,173,DEEThydrolase,DEET hydrolase,A19,1,Wastewater,BT_WW_DNA_W3,Week3,42.6,PowerBiofilm DNA (MO BIO),ok,NA,639,NA,NA,2080831,147,0.007064485294577023
data/blast_output_non_GG/output//C162__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_372725_64,28.8,91,632,1e-44,173,DEEThydrolase,DEET hydrolase,C162,2,Wastewater,BT_WW_DNA_D04,D04,703.63,Dneasy PowerBiofilm (QIAGEN),ok,NA,10554.45,NA,NA,1127844,104,0.009221133419160806
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1211593_7,28.8,91,632,2e-44,173,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C168__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_562221_28,28.8,91,632,2e-44,173,DEEThydrolase,DEET hydrolase,C168,2,Wastewater,BT_WW_DNA_D18,D18,405.21,Dneasy PowerBiofilm (QIAGEN),ok,NA,6078.15,NA,NA,1747742,161,0.00921188596486209
data/blast_output_non_GG/output//C172__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1233919_62,28.8,91,632,2e-44,173,DEEThydrolase,DEET hydrolase,C172,2,Wastewater,BT_WW_DNA_D28,D28,441.08,Dneasy PowerBiofilm (QIAGEN),ok,NA,6616.2,NA,NA,1557121,167,0.010724921184673511
data/blast_output_non_GG/output//A02__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_480667_19,24.13,93,630,2e-18,93.6,DEEThydrolase,DEET hydrolase,A02,1,Biofilm,WW80_R2_DNA_Dfinal,Week4,20.4,PowerBiofilm DNA (MO BIO),ok,NA,306,NA,NA,1761903,98,0.005562167724329887
data/blast_output_non_GG/output//C172__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_825745_62,29.52,91,630,1e-47,182,DEEThydrolase,DEET hydrolase,C172,2,Wastewater,BT_WW_DNA_D28,D28,441.08,Dneasy PowerBiofilm (QIAGEN),ok,NA,6616.2,NA,NA,1557121,167,0.010724921184673511
data/blast_output_non_GG/output//C208__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_558218_54,24.13,93,630,2e-18,93.6,DEEThydrolase,DEET hydrolase,C208,2,Filtrated_wastewater,BT_UF_DNA_D28,D28,14.42,Dneasy PowerBiofilm (QIAGEN),ok,NA,216.3,x,NA,1453195,103,0.0070878306077298645
data/blast_output_non_GG/output//C162__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1039386_7,28.27,91,626,2e-46,179,DEEThydrolase,DEET hydrolase,C162,2,Wastewater,BT_WW_DNA_D04,D04,703.63,Dneasy PowerBiofilm (QIAGEN),ok,NA,10554.45,NA,NA,1127844,104,0.009221133419160806
data/blast_output_non_GG/output//C167__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1608964_22,28.43,91,626,1e-46,180,DEEThydrolase,DEET hydrolase,C167,2,Wastewater,BT_WW_DNA_D16,D16,385.3,Dneasy PowerBiofilm (QIAGEN),ok,NA,5779.5,NA,NA,1775328,152,0.008561798157861534
data/blast_output_non_GG/output//C168__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_714357_2,28.27,91,626,3e-46,179,DEEThydrolase,DEET hydrolase,C168,2,Wastewater,BT_WW_DNA_D18,D18,405.21,Dneasy PowerBiofilm (QIAGEN),ok,NA,6078.15,NA,NA,1747742,161,0.00921188596486209
data/blast_output_non_GG/output//C172__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_731918_2,29.81,91,624,3e-48,184,DEEThydrolase,DEET hydrolase,C172,2,Wastewater,BT_WW_DNA_D28,D28,441.08,Dneasy PowerBiofilm (QIAGEN),ok,NA,6616.2,NA,NA,1557121,167,0.010724921184673511
data/blast_output_non_GG/output//C201__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1215881_2,23.55,87,620,4e-21,102,DEEThydrolase,DEET hydrolase,C201,2,Filtrated_wastewater,BT_UF_DNA_D11,D11,16.32,Dneasy PowerBiofilm (QIAGEN),ok,NA,244.8,x,NA,1736912,140,0.008060281695330563
data/blast_output_non_GG/output//C143__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_329315_2,25.45,87,617,1.9999999999999998e-25,114,DEEThydrolase,DEET hydrolase,C143,2,Biofilm,WW80UF_R1_DNA_D29,Day29,105.38,Dneasy PowerBiofilm (QIAGEN),ok,NA,1580.6999999999998,NA,NA,1205958,56,0.004643611137369627
data/blast_output_non_GG/output//A13__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_504536_4,24.19,87,616,5e-11,70.1,DEEThydrolase,DEET hydrolase,A13,1,Biofilm,WW80_R1_DNA_Dfinal,Week4,19.1,PowerBiofilm DNA (MO BIO),between 10 and 15µL,NA,286.5,NA,NA,1573974,97,0.006162744746736604
data/blast_output_non_GG/output//C184__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_567028_239,23.54,87,616,2e-14,80.5,DEEThydrolase,DEET hydrolase,C184,2,River_water,BT_CB_DNA_D28,D28,40.66,Dneasy PowerBiofilm (QIAGEN),ok,NA,609.9,NA,NA,1093580,40,0.0036577113699957937
data/blast_output_non_GG/output//A07__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1171585_1,25.77,82,613,2e-19,97.1,DEEThydrolase,DEET hydrolase,A07,1,Biofilm,WW00_R3_DNA_Dfinal,Week4,19.4,PowerBiofilm DNA (MO BIO),ok,NA,291,NA,NA,1887308,94,0.0049806390901750005
data/blast_output_non_GG/output//C155__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_2404019_2,25.61,82,613,3e-19,96.3,DEEThydrolase,DEET hydrolase,C155,2,Biofilm,WW00_R3_DNA_D29,Day29,118.29,Dneasy PowerBiofilm (QIAGEN),ok,NA,1774.3500000000001,NA,NA,1734598,76,0.004381418634173451
data/blast_output_non_GG/output//C208__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_624543_9,23.82,88,613,6e-13,75.9,DEEThydrolase,DEET hydrolase,C208,2,Filtrated_wastewater,BT_UF_DNA_D28,D28,14.42,Dneasy PowerBiofilm (QIAGEN),ok,NA,216.3,x,NA,1453195,103,0.0070878306077298645
data/blast_output_non_GG/output//C206__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_880849_2,25.49,87,612,3.9999999999999996e-26,117,DEEThydrolase,DEET hydrolase,C206,2,Filtrated_wastewater,BT_UF_DNA_D23,D23,12.95,Dneasy PowerBiofilm (QIAGEN),ok,NA,194.25,x,NA,1643261,105,0.006389733584622285
data/blast_output_non_GG/output//C141__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1453635_3,29.3,88,611,1e-44,172,DEEThydrolase,DEET hydrolase,C141,2,Biofilm,WW30_R1_DNA_D29,Day29,289.48,Dneasy PowerBiofilm (QIAGEN),ok,NA,4342.200000000001,NA,NA,1386999,117,0.008435478324065122
data/blast_output_non_GG/output//C143__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_129161_1,25.53,87,611,9.999999999999999e-26,115,DEEThydrolase,DEET hydrolase,C143,2,Biofilm,WW80UF_R1_DNA_D29,Day29,105.38,Dneasy PowerBiofilm (QIAGEN),ok,NA,1580.6999999999998,NA,NA,1205958,56,0.004643611137369627
data/blast_output_non_GG/output//C201__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1036830_4,25.53,86,611,1.9999999999999998e-25,115,DEEThydrolase,DEET hydrolase,C201,2,Filtrated_wastewater,BT_UF_DNA_D11,D11,16.32,Dneasy PowerBiofilm (QIAGEN),ok,NA,244.8,x,NA,1736912,140,0.008060281695330563
data/blast_output_non_GG/output//A15__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1084947_6,23.44,87,610,9e-22,103,DEEThydrolase,DEET hydrolase,A15,1,Biofilm,WW00_R4_DNA_Dfinal,Week4,70.3,PowerBiofilm DNA (MO BIO),ok,NA,1054.5,NA,NA,1921388,109,0.005672982239922389
data/blast_output_non_GG/output//C162__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_24554_2,24.43,87,610,4e-21,101,DEEThydrolase,DEET hydrolase,C162,2,Wastewater,BT_WW_DNA_D04,D04,703.63,Dneasy PowerBiofilm (QIAGEN),ok,NA,10554.45,NA,NA,1127844,104,0.009221133419160806
data/blast_output_non_GG/output//C143__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_438690_1,25.12,87,609,1.9999999999999998e-25,115,DEEThydrolase,DEET hydrolase,C143,2,Biofilm,WW80UF_R1_DNA_D29,Day29,105.38,Dneasy PowerBiofilm (QIAGEN),ok,NA,1580.6999999999998,NA,NA,1205958,56,0.004643611137369627
data/blast_output_non_GG/output//C201__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_466141_3,22.9,91,607,1e-9,65.9,DEEThydrolase,DEET hydrolase,C201,2,Filtrated_wastewater,BT_UF_DNA_D11,D11,16.32,Dneasy PowerBiofilm (QIAGEN),ok,NA,244.8,x,NA,1736912,140,0.008060281695330563
data/blast_output_non_GG/output//C208__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1698488_99,22.9,91,607,9e-10,65.9,DEEThydrolase,DEET hydrolase,C208,2,Filtrated_wastewater,BT_UF_DNA_D28,D28,14.42,Dneasy PowerBiofilm (QIAGEN),ok,NA,216.3,x,NA,1453195,103,0.0070878306077298645
data/blast_output_non_GG/output//C201__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1153514_1,24.59,87,606,3e-20,99.4,DEEThydrolase,DEET hydrolase,C201,2,Filtrated_wastewater,BT_UF_DNA_D11,D11,16.32,Dneasy PowerBiofilm (QIAGEN),ok,NA,244.8,x,NA,1736912,140,0.008060281695330563
data/blast_output_non_GG/output//C206__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_961090_9,24.42,87,606,1e-19,97.4,DEEThydrolase,DEET hydrolase,C206,2,Filtrated_wastewater,BT_UF_DNA_D23,D23,12.95,Dneasy PowerBiofilm (QIAGEN),ok,NA,194.25,x,NA,1643261,105,0.006389733584622285
data/blast_output_non_GG/output//A02__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1900520_214,22.76,88,602,2e-17,90.9,DEEThydrolase,DEET hydrolase,A02,1,Biofilm,WW80_R2_DNA_Dfinal,Week4,20.4,PowerBiofilm DNA (MO BIO),ok,NA,306,NA,NA,1761903,98,0.005562167724329887
data/blast_output_non_GG/output//A05__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1267547_3,22.76,88,602,9e-18,90.9,DEEThydrolase,DEET hydrolase,A05,1,Biofilm,WW10_R1_DNA_Dfinal,Week4,17.9,PowerBiofilm DNA (MO BIO),ok,NA,268.5,NA,NA,1025785,28,0.0027296168300374834
data/blast_output_non_GG/output//A07__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1433071_214,22.76,88,602,2e-17,90.9,DEEThydrolase,DEET hydrolase,A07,1,Biofilm,WW00_R3_DNA_Dfinal,Week4,19.4,PowerBiofilm DNA (MO BIO),ok,NA,291,NA,NA,1887308,94,0.0049806390901750005
data/blast_output_non_GG/output//A13__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_982480_214,22.76,88,602,2e-17,90.9,DEEThydrolase,DEET hydrolase,A13,1,Biofilm,WW80_R1_DNA_Dfinal,Week4,19.1,PowerBiofilm DNA (MO BIO),between 10 and 15µL,NA,286.5,NA,NA,1573974,97,0.006162744746736604
data/blast_output_non_GG/output//A14__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_762321_213,22.76,88,602,1e-17,90.9,DEEThydrolase,DEET hydrolase,A14,1,Biofilm,WW10_R2_DNA_Dfinal,Week4,20.2,PowerBiofilm DNA (MO BIO),ok,NA,303,NA,NA,1292740,77,0.005956340795519595
data/blast_output_non_GG/output//A15__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_2421483_214,22.76,88,602,2e-17,90.9,DEEThydrolase,DEET hydrolase,A15,1,Biofilm,WW00_R4_DNA_Dfinal,Week4,70.3,PowerBiofilm DNA (MO BIO),ok,NA,1054.5,NA,NA,1921388,109,0.005672982239922389
data/blast_output_non_GG/output//A19__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_1879139_3,23.92,87,602,4e-14,80.1,DEEThydrolase,DEET hydrolase,A19,1,Wastewater,BT_WW_DNA_W3,Week3,42.6,PowerBiofilm DNA (MO BIO),ok,NA,639,NA,NA,2080831,147,0.007064485294577023
data/blast_output_non_GG/output//C172__Megahit.db_hits.out,ABO15581_DEEThydrolase_Pseudomonasputida,624,k121_751559_2,24.09,87,602,1e-14,81.3,DEEThydrolase,DEET hydrolase,C172,2,Wastewater,BT_WW_DNA_D28,D28,441.08,Dneasy PowerBiofilm (QIAGEN),ok,NA,6616.2,NA,NA,1557121,167,0.010724921184673511
